zeme,datum,pocet
Německo,2018-06-02,18.0
Kanada,2018-06-02,45.0
Spojené státy americké,2018-06-02,90.0
Rusko,2018-06-02,54.0
Finsko,2018-06-02,4.0
Švýcarsko,2018-06-02,10.0
Maďarsko,2018-06-02,6.0
Slovensko,2018-06-02,48.0
Austrálie,2018-06-02,3.0
Itálie,2018-06-02,8.0
Bulharsko,2018-06-02,2.0
Kypr,2018-06-02,5.0
Velká Británie a Severní Irsko,2018-06-02,3.0
Kazachstán,2018-06-02,5.0
Bělorusko,2018-06-02,4.0
Ukrajina,2018-06-02,2.0
Litva,2018-06-02,10.0
Polsko,2018-06-02,15.0
Česká republika,2018-06-02,603.0
Nizozemsko,2018-06-02,20.0
Izrael,2018-06-02,3.0
Taiwan,2018-06-02,6.0
Čína,2018-06-02,24.0
Saúdská Arábie,2018-06-02,5.0
Vietnam,2018-06-02,2.0
Nový Zéland,2018-06-02,3.0
Rumunsko,2018-06-02,1.0
Indonésie,2018-06-02,1.0
Korejská republika,2018-06-02,20.0
Mongolsko,2018-06-02,4.0
Rakousko,2018-06-02,8.0
Německo,2018-06-03,3.0
Kanada,2018-06-03,1.0
Spojené státy americké,2018-06-03,4.0
Rusko,2018-06-03,12.0
Indie,2018-06-03,3.0
Norsko,2018-06-03,4.0
Slovensko,2018-06-03,56.0
Austrálie,2018-06-03,4.0
Bulharsko,2018-06-03,10.0
Velká Británie a Severní Irsko,2018-06-03,4.0
Kazachstán,2018-06-03,5.0
Řecko,2018-06-03,1.0
Dánsko,2018-06-03,3.0
Polsko,2018-06-03,5.0
Španělsko,2018-06-03,3.0
Česká republika,2018-06-03,220.0
Izrael,2018-06-03,3.0
Čína,2018-06-03,296.0
Nový Zéland,2018-06-03,15.0
Francie,2018-06-03,5.0
Korejská republika,2018-06-03,6.0
Rakousko,2018-06-03,5.0
Německo,2018-06-04,378.0
Thajsko,2018-06-04,13.0
Kanada,2018-06-04,76.0
Portugalsko,2018-06-04,15.0
Lotyšsko,2018-06-04,1.0
Spojené státy americké,2018-06-04,505.0
Japonsko,2018-06-04,30.0
Rusko,2018-06-04,400.0
Irsko,2018-06-04,15.0
Mexiko,2018-06-04,8.0
Finsko,2018-06-04,20.0
Norsko,2018-06-04,14.0
Bosna a Hercegovina,2018-06-04,3.0
Švýcarsko,2018-06-04,76.0
Jižní Afrika,2018-06-04,3.0
Maďarsko,2018-06-04,32.0
Slovensko,2018-06-04,2271.0
Austrálie,2018-06-04,36.0
Spojené arabské emiráty,2018-06-04,9.0
Chorvatsko,2018-06-04,14.0
Itálie,2018-06-04,24.0
Bulharsko,2018-06-04,20.0
Kypr,2018-06-04,10.0
Lucembursko,2018-06-04,8.0
Velká Británie a Severní Irsko,2018-06-04,90.0
Kolumbie,2018-06-04,4.0
Brazílie,2018-06-04,12.0
Kazachstán,2018-06-04,18.0
Srbsko,2018-06-04,40.0
Malajsie,2018-06-04,1.0
Turecko (včetně Severokyperské Republiky),2018-06-04,12.0
Bělorusko,2018-06-04,12.0
Řecko,2018-06-04,20.0
Slovinsko,2018-06-04,15.0
Island,2018-06-04,3.0
Ukrajina,2018-06-04,46.0
Dánsko,2018-06-04,18.0
Litva,2018-06-04,1.0
Polsko,2018-06-04,114.0
Španělsko,2018-06-04,70.0
Černá Hora,2018-06-04,3.0
Belgie,2018-06-04,44.0
Pákistán,2018-06-04,2.0
Peru,2018-06-04,4.0
Arménie,2018-06-04,2.0
Česká republika,2018-06-04,1532.0
Nizozemsko,2018-06-04,16.0
Izrael,2018-06-04,24.0
Singapur,2018-06-04,4.0
Taiwan,2018-06-04,36.0
Čína,2018-06-04,1610.0
Vietnam,2018-06-04,8.0
Nový Zéland,2018-06-04,5.0
Ázerbájdžán,2018-06-04,3.0
Francie,2018-06-04,72.0
Rumunsko,2018-06-04,8.0
Korejská republika,2018-06-04,50.0
Švédsko,2018-06-04,12.0
Rakousko,2018-06-04,26.0
Moldavsko,2018-06-04,3.0
Hong Kong,2018-06-04,6.0
Chile,2018-06-04,5.0
Kuba,2018-06-04,4.0
Estonsko,2018-06-04,5.0
Srí Lanka,2018-06-04,6.0
Niue,2018-06-04,5.0
Německo,2018-06-05,112.0
Thajsko,2018-06-05,16.0
Kanada,2018-06-05,100.0
Portugalsko,2018-06-05,4.0
Spojené státy americké,2018-06-05,345.0
Japonsko,2018-06-05,36.0
Rusko,2018-06-05,137.0
Indie,2018-06-05,10.0
Irsko,2018-06-05,20.0
Finsko,2018-06-05,9.0
Norsko,2018-06-05,2.0
Švýcarsko,2018-06-05,29.0
Jižní Afrika,2018-06-05,3.0
Maďarsko,2018-06-05,33.0
Slovensko,2018-06-05,1046.0
Austrálie,2018-06-05,18.0
Uzbekistán,2018-06-05,12.0
Chorvatsko,2018-06-05,4.0
Kuvajt,2018-06-05,2.0
Itálie,2018-06-05,60.0
Bulharsko,2018-06-05,2.0
Kypr,2018-06-05,3.0
Velká Británie a Severní Irsko,2018-06-05,64.0
Brazílie,2018-06-05,3.0
Kazachstán,2018-06-05,20.0
Srbsko,2018-06-05,1.0
Turecko (včetně Severokyperské Republiky),2018-06-05,10.0
Bělorusko,2018-06-05,16.0
Etiopie,2018-06-05,4.0
Řecko,2018-06-05,7.0
Slovinsko,2018-06-05,12.0
Ukrajina,2018-06-05,56.0
Dánsko,2018-06-05,20.0
Litva,2018-06-05,7.0
Polsko,2018-06-05,190.0
Španělsko,2018-06-05,44.0
Belgie,2018-06-05,32.0
Česká republika,2018-06-05,3804.0
Nizozemsko,2018-06-05,60.0
Izrael,2018-06-05,45.0
Makedonie,2018-06-05,8.0
Singapur,2018-06-05,3.0
Taiwan,2018-06-05,20.0
Čína,2018-06-05,1196.0
Saúdská Arábie,2018-06-05,3.0
Vietnam,2018-06-05,26.0
Nový Zéland,2018-06-05,12.0
Ázerbájdžán,2018-06-05,1.0
Francie,2018-06-05,40.0
Rumunsko,2018-06-05,16.0
Korejská republika,2018-06-05,31.0
Mongolsko,2018-06-05,5.0
Argentina,2018-06-05,10.0
Rakousko,2018-06-05,46.0
Moldavsko,2018-06-05,1.0
Keňa,2018-06-05,8.0
Nigérie,2018-06-05,6.0
Ghana,2018-06-05,3.0
Hong Kong,2018-06-05,30.0
Egypt,2018-06-05,1.0
Tanzanie,2018-06-05,2.0
Sierra Leone,2018-06-05,1.0
Libérie,2018-06-05,8.0
Burundi,2018-06-05,5.0
Německo,2018-06-06,248.0
Thajsko,2018-06-06,25.0
Kanada,2018-06-06,105.0
Portugalsko,2018-06-06,12.0
Lotyšsko,2018-06-06,2.0
Spojené státy americké,2018-06-06,156.0
Turkmenistán,2018-06-06,5.0
Japonsko,2018-06-06,20.0
Rusko,2018-06-06,282.0
Indie,2018-06-06,4.0
Irsko,2018-06-06,15.0
Finsko,2018-06-06,12.0
Norsko,2018-06-06,9.0
Švýcarsko,2018-06-06,12.0
Jižní Afrika,2018-06-06,8.0
Maďarsko,2018-06-06,50.0
Slovensko,2018-06-06,1932.0
Irán,2018-06-06,5.0
Albánie,2018-06-06,3.0
Austrálie,2018-06-06,75.0
Spojené arabské emiráty,2018-06-06,6.0
Uzbekistán,2018-06-06,4.0
Chorvatsko,2018-06-06,6.0
Itálie,2018-06-06,85.0
Bulharsko,2018-06-06,6.0
Kypr,2018-06-06,8.0
Velká Británie a Severní Irsko,2018-06-06,60.0
Brazílie,2018-06-06,4.0
Kazachstán,2018-06-06,21.0
Uganda,2018-06-06,6.0
Srbsko,2018-06-06,5.0
Turecko (včetně Severokyperské Republiky),2018-06-06,16.0
Bělorusko,2018-06-06,12.0
Řecko,2018-06-06,20.0
Slovinsko,2018-06-06,6.0
Island,2018-06-06,3.0
Ukrajina,2018-06-06,16.0
Dánsko,2018-06-06,3.0
Litva,2018-06-06,8.0
Polsko,2018-06-06,94.0
Španělsko,2018-06-06,50.0
Belgie,2018-06-06,24.0
Pákistán,2018-06-06,4.0
Peru,2018-06-06,5.0
Česká republika,2018-06-06,1470.0
Nizozemsko,2018-06-06,9.0
Izrael,2018-06-06,20.0
Singapur,2018-06-06,3.0
Taiwan,2018-06-06,36.0
Čína,2018-06-06,1305.0
Vietnam,2018-06-06,5.0
Nový Zéland,2018-06-06,4.0
Ázerbájdžán,2018-06-06,6.0
Francie,2018-06-06,15.0
Rumunsko,2018-06-06,15.0
Korejská republika,2018-06-06,44.0
Švédsko,2018-06-06,26.0
Argentina,2018-06-06,4.0
Rakousko,2018-06-06,70.0
Kyrgyzstán,2018-06-06,4.0
Keňa,2018-06-06,5.0
Ghana,2018-06-06,4.0
Libanon,2018-06-06,3.0
Hong Kong,2018-06-06,4.0
Chile,2018-06-06,4.0
Kuba,2018-06-06,12.0
Srí Lanka,2018-06-06,10.0
Tunisko,2018-06-06,4.0
Německo,2018-06-07,324.0
Thajsko,2018-06-07,10.0
Kanada,2018-06-07,96.0
Portugalsko,2018-06-07,6.0
Spojené státy americké,2018-06-07,198.0
Japonsko,2018-06-07,27.0
Rusko,2018-06-07,432.0
Indie,2018-06-07,9.0
Irsko,2018-06-07,12.0
Mexiko,2018-06-07,40.0
Finsko,2018-06-07,9.0
Norsko,2018-06-07,11.0
Švýcarsko,2018-06-07,42.0
Jižní Afrika,2018-06-07,5.0
Maďarsko,2018-06-07,25.0
Slovensko,2018-06-07,2104.0
Irán,2018-06-07,20.0
Austrálie,2018-06-07,20.0
Spojené arabské emiráty,2018-06-07,5.0
Uzbekistán,2018-06-07,5.0
Chorvatsko,2018-06-07,24.0
Itálie,2018-06-07,45.0
Bulharsko,2018-06-07,4.0
Kypr,2018-06-07,1.0
Velká Británie a Severní Irsko,2018-06-07,52.0
Brazílie,2018-06-07,1.0
Kazachstán,2018-06-07,12.0
Malajsie,2018-06-07,4.0
Turecko (včetně Severokyperské Republiky),2018-06-07,28.0
Bělorusko,2018-06-07,15.0
Řecko,2018-06-07,9.0
Slovinsko,2018-06-07,10.0
Island,2018-06-07,3.0
Ukrajina,2018-06-07,24.0
Dánsko,2018-06-07,6.0
Litva,2018-06-07,3.0
Polsko,2018-06-07,145.0
Španělsko,2018-06-07,5.0
Černá Hora,2018-06-07,4.0
Belgie,2018-06-07,30.0
Pákistán,2018-06-07,3.0
Peru,2018-06-07,2.0
Arménie,2018-06-07,5.0
Česká republika,2018-06-07,1334.0
Nizozemsko,2018-06-07,26.0
Izrael,2018-06-07,4.0
Makedonie,2018-06-07,3.0
Singapur,2018-06-07,12.0
Taiwan,2018-06-07,5.0
Čína,2018-06-07,750.0
Vietnam,2018-06-07,9.0
Nový Zéland,2018-06-07,16.0
Ázerbájdžán,2018-06-07,10.0
Francie,2018-06-07,80.0
Rumunsko,2018-06-07,4.0
Korejská republika,2018-06-07,60.0
Švédsko,2018-06-07,45.0
Maroko,2018-06-07,4.0
Argentina,2018-06-07,1.0
Rakousko,2018-06-07,56.0
Moldavsko,2018-06-07,2.0
Nigérie,2018-06-07,1.0
Libanon,2018-06-07,4.0
Hong Kong,2018-06-07,10.0
Chile,2018-06-07,1.0
Estonsko,2018-06-07,12.0
Srí Lanka,2018-06-07,2.0
Niue,2018-06-07,2.0
Senegal,2018-06-07,20.0
Německo,2018-06-08,222.0
Thajsko,2018-06-08,12.0
Kanada,2018-06-08,18.0
Portugalsko,2018-06-08,6.0
Spojené státy americké,2018-06-08,505.0
Japonsko,2018-06-08,60.0
Rusko,2018-06-08,88.0
Indie,2018-06-08,10.0
Irsko,2018-06-08,20.0
Mexiko,2018-06-08,2.0
Finsko,2018-06-08,25.0
Norsko,2018-06-08,6.0
Bosna a Hercegovina,2018-06-08,10.0
Švýcarsko,2018-06-08,34.0
Jižní Afrika,2018-06-08,7.0
Maďarsko,2018-06-08,40.0
Slovensko,2018-06-08,2260.0
Austrálie,2018-06-08,135.0
Spojené arabské emiráty,2018-06-08,2.0
Chorvatsko,2018-06-08,8.0
Itálie,2018-06-08,72.0
Bulharsko,2018-06-08,9.0
Kypr,2018-06-08,8.0
Velká Británie a Severní Irsko,2018-06-08,100.0
Kazachstán,2018-06-08,35.0
Srbsko,2018-06-08,2.0
Malajsie,2018-06-08,20.0
Turecko (včetně Severokyperské Republiky),2018-06-08,12.0
Bělorusko,2018-06-08,6.0
Řecko,2018-06-08,25.0
Slovinsko,2018-06-08,8.0
Ukrajina,2018-06-08,22.0
Dánsko,2018-06-08,25.0
Filipíny,2018-06-08,4.0
Litva,2018-06-08,28.0
Polsko,2018-06-08,102.0
Španělsko,2018-06-08,24.0
Černá Hora,2018-06-08,2.0
Belgie,2018-06-08,6.0
Omán,2018-06-08,4.0
Pákistán,2018-06-08,2.0
Česká republika,2018-06-08,1676.0
Nizozemsko,2018-06-08,39.0
Izrael,2018-06-08,9.0
Makedonie,2018-06-08,2.0
Ekvádor,2018-06-08,3.0
Singapur,2018-06-08,5.0
Taiwan,2018-06-08,18.0
Čína,2018-06-08,3248.0
Saúdská Arábie,2018-06-08,3.0
Malta,2018-06-08,8.0
Vietnam,2018-06-08,2.0
Nový Zéland,2018-06-08,15.0
Ázerbájdžán,2018-06-08,4.0
Francie,2018-06-08,46.0
Rumunsko,2018-06-08,10.0
Indonésie,2018-06-08,3.0
Korejská republika,2018-06-08,38.0
Švédsko,2018-06-08,4.0
Maroko,2018-06-08,5.0
Argentina,2018-06-08,2.0
Rakousko,2018-06-08,44.0
Alžírsko,2018-06-08,1.0
Kyrgyzstán,2018-06-08,3.0
Nigérie,2018-06-08,2.0
Ghana,2018-06-08,5.0
Hong Kong,2018-06-08,12.0
Gruzie,2018-06-08,4.0
Kuba,2018-06-08,16.0
Estonsko,2018-06-08,2.0
Niue,2018-06-08,6.0
Jordánsko,2018-06-08,2.0
Tunisko,2018-06-08,4.0
Katar,2018-06-08,4.0
Brunej,2018-06-08,4.0
Gambie,2018-06-08,4.0
Niger,2018-06-08,4.0
Myanmar,2018-06-08,5.0
Německo,2018-06-09,3.0
Thajsko,2018-06-09,3.0
Kanada,2018-06-09,4.0
Lotyšsko,2018-06-09,3.0
Spojené státy americké,2018-06-09,30.0
Japonsko,2018-06-09,12.0
Rusko,2018-06-09,75.0
Indie,2018-06-09,4.0
Irsko,2018-06-09,6.0
Norsko,2018-06-09,5.0
Švýcarsko,2018-06-09,4.0
Slovensko,2018-06-09,112.0
Austrálie,2018-06-09,4.0
Spojené arabské emiráty,2018-06-09,3.0
Chorvatsko,2018-06-09,1.0
Kuvajt,2018-06-09,8.0
Itálie,2018-06-09,10.0
Bulharsko,2018-06-09,1.0
Kypr,2018-06-09,3.0
Velká Británie a Severní Irsko,2018-06-09,4.0
Kazachstán,2018-06-09,4.0
Bělorusko,2018-06-09,1.0
Řecko,2018-06-09,4.0
Ukrajina,2018-06-09,4.0
Polsko,2018-06-09,9.0
Španělsko,2018-06-09,2.0
Belgie,2018-06-09,1.0
Peru,2018-06-09,3.0
Česká republika,2018-06-09,446.0
Nizozemsko,2018-06-09,3.0
Izrael,2018-06-09,5.0
Čína,2018-06-09,7.0
Vietnam,2018-06-09,2.0
Francie,2018-06-09,4.0
Korejská republika,2018-06-09,28.0
Švédsko,2018-06-09,8.0
Rakousko,2018-06-09,3.0
Chile,2018-06-09,3.0
Curaçao,2018-06-09,4.0
Tunisko,2018-06-09,5.0
Německo,2018-06-10,2.0
Spojené státy americké,2018-06-10,60.0
Japonsko,2018-06-10,4.0
Rusko,2018-06-10,7.0
Indie,2018-06-10,1.0
Slovensko,2018-06-10,28.0
Itálie,2018-06-10,4.0
Bulharsko,2018-06-10,2.0
Bělorusko,2018-06-10,10.0
Ukrajina,2018-06-10,6.0
Litva,2018-06-10,3.0
Polsko,2018-06-10,1.0
Česká republika,2018-06-10,1098.0
Izrael,2018-06-10,1.0
Makedonie,2018-06-10,1.0
Čína,2018-06-10,278.0
Nový Zéland,2018-06-10,4.0
Francie,2018-06-10,8.0
Korejská republika,2018-06-10,8.0
Německo,2018-06-11,248.0
Thajsko,2018-06-11,26.0
Kanada,2018-06-11,51.0
Portugalsko,2018-06-11,6.0
Lotyšsko,2018-06-11,4.0
Spojené státy americké,2018-06-11,113.0
Turkmenistán,2018-06-11,5.0
Japonsko,2018-06-11,24.0
Rusko,2018-06-11,318.0
Irsko,2018-06-11,36.0
Mexiko,2018-06-11,8.0
Finsko,2018-06-11,10.0
Norsko,2018-06-11,25.0
Bosna a Hercegovina,2018-06-11,6.0
Švýcarsko,2018-06-11,40.0
Jižní Afrika,2018-06-11,1.0
Maďarsko,2018-06-11,16.0
Slovensko,2018-06-11,2109.0
Austrálie,2018-06-11,55.0
Uzbekistán,2018-06-11,6.0
Chorvatsko,2018-06-11,12.0
Itálie,2018-06-11,96.0
Bulharsko,2018-06-11,9.0
Velká Británie a Severní Irsko,2018-06-11,70.0
Brazílie,2018-06-11,2.0
Kazachstán,2018-06-11,35.0
Malajsie,2018-06-11,5.0
Turecko (včetně Severokyperské Republiky),2018-06-11,7.0
Bělorusko,2018-06-11,20.0
Etiopie,2018-06-11,1.0
Řecko,2018-06-11,25.0
Slovinsko,2018-06-11,15.0
Ukrajina,2018-06-11,24.0
Dánsko,2018-06-11,40.0
Litva,2018-06-11,2.0
Polsko,2018-06-11,32.0
Španělsko,2018-06-11,40.0
Černá Hora,2018-06-11,2.0
Belgie,2018-06-11,9.0
Česká republika,2018-06-11,3540.0
Nizozemsko,2018-06-11,12.0
Izrael,2018-06-11,10.0
Makedonie,2018-06-11,5.0
Singapur,2018-06-11,20.0
Taiwan,2018-06-11,24.0
Čína,2018-06-11,1068.0
Vietnam,2018-06-11,33.0
Nový Zéland,2018-06-11,12.0
Ázerbájdžán,2018-06-11,6.0
Francie,2018-06-11,15.0
Rumunsko,2018-06-11,21.0
Indonésie,2018-06-11,4.0
Korejská republika,2018-06-11,15.0
Švédsko,2018-06-11,10.0
Rakousko,2018-06-11,60.0
Moldavsko,2018-06-11,3.0
Ghana,2018-06-11,1.0
Hong Kong,2018-06-11,25.0
Gruzie,2018-06-11,8.0
Chile,2018-06-11,9.0
Estonsko,2018-06-11,4.0
Egypt,2018-06-11,20.0
Tanzanie,2018-06-11,3.0
Niue,2018-06-11,4.0
Zambie,2018-06-11,3.0
Tunisko,2018-06-11,3.0
Korejská lid. dem. republika,2018-06-11,7.0
Katar,2018-06-11,5.0
Portoriko,2018-06-11,4.0
Německo,2018-06-12,428.0
Thajsko,2018-06-12,12.0
Kanada,2018-06-12,60.0
Portugalsko,2018-06-12,1.0
Lotyšsko,2018-06-12,2.0
Spojené státy americké,2018-06-12,267.0
Japonsko,2018-06-12,20.0
Rusko,2018-06-12,164.0
Indie,2018-06-12,2.0
Irsko,2018-06-12,4.0
Mexiko,2018-06-12,1.0
Finsko,2018-06-12,25.0
Norsko,2018-06-12,3.0
Eritrea,2018-06-12,4.0
Bosna a Hercegovina,2018-06-12,2.0
Švýcarsko,2018-06-12,42.0
Jižní Afrika,2018-06-12,1.0
Maďarsko,2018-06-12,48.0
Slovensko,2018-06-12,2588.0
Austrálie,2018-06-12,34.0
Spojené arabské emiráty,2018-06-12,6.0
Uzbekistán,2018-06-12,1.0
Chorvatsko,2018-06-12,18.0
Kuvajt,2018-06-12,4.0
Itálie,2018-06-12,78.0
Bulharsko,2018-06-12,2.0
Kypr,2018-06-12,5.0
Velká Británie a Severní Irsko,2018-06-12,16.0
Kolumbie,2018-06-12,5.0
Brazílie,2018-06-12,5.0
Kazachstán,2018-06-12,6.0
Srbsko,2018-06-12,18.0
Malajsie,2018-06-12,6.0
Turecko (včetně Severokyperské Republiky),2018-06-12,15.0
Bělorusko,2018-06-12,4.0
Etiopie,2018-06-12,5.0
Řecko,2018-06-12,4.0
Slovinsko,2018-06-12,8.0
Island,2018-06-12,15.0
Ukrajina,2018-06-12,27.0
Dánsko,2018-06-12,40.0
Filipíny,2018-06-12,4.0
Litva,2018-06-12,4.0
Polsko,2018-06-12,141.0
Španělsko,2018-06-12,27.0
Belgie,2018-06-12,32.0
Česká republika,2018-06-12,2430.0
Nizozemsko,2018-06-12,36.0
Izrael,2018-06-12,18.0
Makedonie,2018-06-12,3.0
Ekvádor,2018-06-12,6.0
Singapur,2018-06-12,10.0
Taiwan,2018-06-12,16.0
Čína,2018-06-12,1000.0
Vietnam,2018-06-12,8.0
Nový Zéland,2018-06-12,2.0
Ázerbájdžán,2018-06-12,1.0
Francie,2018-06-12,63.0
Rumunsko,2018-06-12,16.0
Indonésie,2018-06-12,2.0
Korejská republika,2018-06-12,16.0
Švédsko,2018-06-12,20.0
Mongolsko,2018-06-12,4.0
Argentina,2018-06-12,2.0
Rakousko,2018-06-12,88.0
Moldavsko,2018-06-12,1.0
Keňa,2018-06-12,3.0
Nigérie,2018-06-12,1.0
Hong Kong,2018-06-12,16.0
Bangladéš,2018-06-12,4.0
Gruzie,2018-06-12,15.0
Chile,2018-06-12,4.0
Estonsko,2018-06-12,8.0
Niue,2018-06-12,9.0
Faerské ostrovy,2018-06-12,4.0
Katar,2018-06-12,5.0
Portoriko,2018-06-12,5.0
Paraguay,2018-06-12,1.0
Německo,2018-06-13,354.0
Thajsko,2018-06-13,16.0
Kanada,2018-06-13,19.0
Portugalsko,2018-06-13,9.0
Lotyšsko,2018-06-13,10.0
Spojené státy americké,2018-06-13,312.0
Turkmenistán,2018-06-13,2.0
Japonsko,2018-06-13,20.0
Rusko,2018-06-13,228.0
Indie,2018-06-13,15.0
Irsko,2018-06-13,15.0
Mexiko,2018-06-13,4.0
Finsko,2018-06-13,10.0
Norsko,2018-06-13,10.0
Švýcarsko,2018-06-13,15.0
Maďarsko,2018-06-13,12.0
Slovensko,2018-06-13,1647.0
Austrálie,2018-06-13,76.0
Spojené arabské emiráty,2018-06-13,5.0
Uzbekistán,2018-06-13,2.0
Chorvatsko,2018-06-13,21.0
Itálie,2018-06-13,15.0
Bulharsko,2018-06-13,21.0
Kypr,2018-06-13,5.0
Lucembursko,2018-06-13,1.0
Velká Británie a Severní Irsko,2018-06-13,48.0
Brazílie,2018-06-13,2.0
Kazachstán,2018-06-13,24.0
Srbsko,2018-06-13,5.0
Turecko (včetně Severokyperské Republiky),2018-06-13,8.0
Bělorusko,2018-06-13,10.0
Řecko,2018-06-13,20.0
Slovinsko,2018-06-13,6.0
Island,2018-06-13,4.0
Ukrajina,2018-06-13,42.0
Dánsko,2018-06-13,21.0
Litva,2018-06-13,9.0
Polsko,2018-06-13,164.0
Španělsko,2018-06-13,20.0
Belgie,2018-06-13,32.0
Omán,2018-06-13,3.0
Pákistán,2018-06-13,6.0
Peru,2018-06-13,2.0
Arménie,2018-06-13,2.0
Česká republika,2018-06-13,2781.0
Nizozemsko,2018-06-13,92.0
Izrael,2018-06-13,20.0
Makedonie,2018-06-13,4.0
Singapur,2018-06-13,3.0
Taiwan,2018-06-13,5.0
Čína,2018-06-13,314.0
Malta,2018-06-13,1.0
Vietnam,2018-06-13,15.0
Nový Zéland,2018-06-13,16.0
Ázerbájdžán,2018-06-13,2.0
Francie,2018-06-13,87.0
Rumunsko,2018-06-13,10.0
Korejská republika,2018-06-13,80.0
Švédsko,2018-06-13,7.0
Maroko,2018-06-13,1.0
Rakousko,2018-06-13,81.0
Keňa,2018-06-13,2.0
Ghana,2018-06-13,5.0
Libanon,2018-06-13,2.0
Hong Kong,2018-06-13,24.0
Bangladéš,2018-06-13,1.0
Gruzie,2018-06-13,6.0
Estonsko,2018-06-13,1.0
Německo,2018-06-14,405.0
Thajsko,2018-06-14,3.0
Kanada,2018-06-14,42.0
Portugalsko,2018-06-14,4.0
Lotyšsko,2018-06-14,10.0
Spojené státy americké,2018-06-14,505.0
Japonsko,2018-06-14,45.0
Rusko,2018-06-14,73.0
Indie,2018-06-14,24.0
Irsko,2018-06-14,4.0
Mexiko,2018-06-14,3.0
Finsko,2018-06-14,8.0
Norsko,2018-06-14,9.0
Bosna a Hercegovina,2018-06-14,1.0
Švýcarsko,2018-06-14,46.0
Uruguay,2018-06-14,4.0
Maďarsko,2018-06-14,8.0
Slovensko,2018-06-14,1122.0
Austrálie,2018-06-14,110.0
Spojené arabské emiráty,2018-06-14,1.0
Uzbekistán,2018-06-14,10.0
Chorvatsko,2018-06-14,15.0
Kuvajt,2018-06-14,4.0
Itálie,2018-06-14,45.0
Bulharsko,2018-06-14,18.0
Kypr,2018-06-14,2.0
Lucembursko,2018-06-14,2.0
Velká Británie a Severní Irsko,2018-06-14,34.0
Brazílie,2018-06-14,15.0
Kazachstán,2018-06-14,9.0
Srbsko,2018-06-14,20.0
Turecko (včetně Severokyperské Republiky),2018-06-14,32.0
Bělorusko,2018-06-14,27.0
Etiopie,2018-06-14,3.0
Řecko,2018-06-14,3.0
Slovinsko,2018-06-14,6.0
Ukrajina,2018-06-14,48.0
Dánsko,2018-06-14,28.0
Filipíny,2018-06-14,1.0
Litva,2018-06-14,3.0
Polsko,2018-06-14,39.0
Španělsko,2018-06-14,44.0
Belgie,2018-06-14,12.0
Peru,2018-06-14,4.0
Česká republika,2018-06-14,3072.0
Nizozemsko,2018-06-14,28.0
Izrael,2018-06-14,20.0
Singapur,2018-06-14,2.0
Taiwan,2018-06-14,34.0
Čína,2018-06-14,588.0
Vietnam,2018-06-14,3.0
Nový Zéland,2018-06-14,5.0
Ázerbájdžán,2018-06-14,1.0
Francie,2018-06-14,69.0
Rumunsko,2018-06-14,4.0
Indonésie,2018-06-14,10.0
Korejská republika,2018-06-14,108.0
Švédsko,2018-06-14,2.0
Maroko,2018-06-14,8.0
Rakousko,2018-06-14,20.0
Alžírsko,2018-06-14,4.0
Kyrgyzstán,2018-06-14,3.0
Moldavsko,2018-06-14,5.0
Irák,2018-06-14,5.0
Hong Kong,2018-06-14,12.0
Bangladéš,2018-06-14,4.0
Gruzie,2018-06-14,6.0
Chile,2018-06-14,2.0
Kuba,2018-06-14,3.0
Estonsko,2018-06-14,8.0
Niue,2018-06-14,2.0
Tunisko,2018-06-14,5.0
Afghánistán,2018-06-14,5.0
Nepál,2018-06-14,4.0
Gambie,2018-06-14,3.0
Paraguay,2018-06-14,1.0
Německo,2018-06-15,496.0
Thajsko,2018-06-15,3.0
Kanada,2018-06-15,60.0
Portugalsko,2018-06-15,4.0
Lotyšsko,2018-06-15,2.0
Spojené státy americké,2018-06-15,261.0
Japonsko,2018-06-15,9.0
Rusko,2018-06-15,535.0
Indie,2018-06-15,8.0
Irsko,2018-06-15,3.0
Mexiko,2018-06-15,32.0
Finsko,2018-06-15,2.0
Norsko,2018-06-15,50.0
Bosna a Hercegovina,2018-06-15,6.0
Švýcarsko,2018-06-15,26.0
Jižní Afrika,2018-06-15,4.0
Maďarsko,2018-06-15,32.0
Slovensko,2018-06-15,1030.0
Irán,2018-06-15,8.0
Albánie,2018-06-15,2.0
Austrálie,2018-06-15,45.0
Chorvatsko,2018-06-15,20.0
Itálie,2018-06-15,32.0
Bulharsko,2018-06-15,12.0
Kypr,2018-06-15,1.0
Velká Británie a Severní Irsko,2018-06-15,36.0
Kolumbie,2018-06-15,4.0
Brazílie,2018-06-15,3.0
Kazachstán,2018-06-15,2.0
Srbsko,2018-06-15,6.0
Turecko (včetně Severokyperské Republiky),2018-06-15,6.0
Bělorusko,2018-06-15,12.0
Řecko,2018-06-15,3.0
Slovinsko,2018-06-15,2.0
Island,2018-06-15,20.0
Ukrajina,2018-06-15,7.0
Dánsko,2018-06-15,7.0
Filipíny,2018-06-15,2.0
Litva,2018-06-15,6.0
Polsko,2018-06-15,45.0
Španělsko,2018-06-15,10.0
Belgie,2018-06-15,32.0
Arménie,2018-06-15,5.0
Česká republika,2018-06-15,3228.0
Nizozemsko,2018-06-15,22.0
Izrael,2018-06-15,12.0
Singapur,2018-06-15,8.0
Taiwan,2018-06-15,12.0
Čína,2018-06-15,644.0
Malta,2018-06-15,3.0
Vietnam,2018-06-15,10.0
Nový Zéland,2018-06-15,2.0
