,variable,value
Belgie,2019-12-10,4.022625
Arménie,2019-12-10,9.69
Česká republika,2019-12-10,3.104148148148
Nizozemsko,2019-12-10,3.14621875
Izrael,2019-12-10,3.4116
Singapur,2019-12-10,1.3098
Taiwan,2019-12-10,4.525857142857
Bosna a Hercegovina,2019-12-10,3.1
Čína,2019-12-10,6.039329113924
Saúdská Arábie,2019-12-10,3.005
Vietnam,2019-12-10,6.490625
Nový Zéland,2019-12-10,2.442769230769
Francie,2019-12-10,2.957104166666
Rumunsko,2019-12-10,2.136133333333
Korejská republika,2019-12-10,6.038333333333
Švédsko,2019-12-10,1.935444444444
Mongolsko,2019-12-10,5.7025
Maroko,2019-12-10,2.25
Rakousko,2019-12-10,2.644787878787
Moldavsko,2019-12-10,5.8
Keňa,2019-12-10,4.933
Nigérie,2019-12-10,0.72
Hong Kong,2019-12-10,1.7688
Gruzie,2019-12-10,0.364
Chile,2019-12-10,9.09
Estonsko,2019-12-10,3.06
Niue,2019-12-10,1.791
Jordánsko,2019-12-10,1.856
Tunisko,2019-12-10,6.925
Afghánistán,2019-12-10,10.209
Mauricius,2019-12-10,9.55
Monako,2019-12-10,0.88
Salvador,2019-12-10,0.517
Německo,2019-12-11,3.083069767441
Thajsko,2019-12-11,11.284285714285
Kanada,2019-12-11,4.385104166666
Portugalsko,2019-12-11,3.313666666666
Lotyšsko,2019-12-11,0.431
Spojené státy americké,2019-12-11,3.225731843575
Japonsko,2019-12-11,3.37515
Rusko,2019-12-11,5.260838709677
Indie,2019-12-11,3.925
Irsko,2019-12-11,7.024647058823
Mexiko,2019-12-11,0.013
Finsko,2019-12-11,1.869857142857
Norsko,2019-12-11,5.265695652173
Albánie,2019-12-11,1.28
Švýcarsko,2019-12-11,3.597659090909
Jižní Afrika,2019-12-11,10.00125
Maďarsko,2019-12-11,1.9304375
Slovensko,2019-12-11,2.82868
Irán,2019-12-11,0.70075
Austrálie,2019-12-11,2.634321428571
Spojené arabské emiráty,2019-12-11,4.2925
Uzbekistán,2019-12-11,18.73
Chorvatsko,2019-12-11,1.716125
Kuvajt,2019-12-11,24.0
Itálie,2019-12-11,3.828666666666
Bulharsko,2019-12-11,5.3386
Kypr,2019-12-11,1.9735
Lucembursko,2019-12-11,0.59
Velká Británie a Severní Irsko,2019-12-11,3.020962962962
Kolumbie,2019-12-11,4.66
Brazílie,2019-12-11,1.8876
Kazachstán,2019-12-11,4.5608
Srbsko,2019-12-11,6.816
Malajsie,2019-12-11,1.98
Turecko (včetně Severokyperské Republiky),2019-12-11,1.567625
Bělorusko,2019-12-11,3.7505
Etiopie,2019-12-11,7.0
Řecko,2019-12-11,4.641
Slovinsko,2019-12-11,1.82
Island,2019-12-11,5.4778
Ukrajina,2019-12-11,5.529344827586
Dánsko,2019-12-11,3.652333333333
Litva,2019-12-11,0.920333333333
Polsko,2019-12-11,3.192285714285
Španělsko,2019-12-11,4.5158
Belgie,2019-12-11,1.804923076923
Omán,2019-12-11,4.185
Česká republika,2019-12-11,4.689958333333
Nizozemsko,2019-12-11,4.947647058823
Izrael,2019-12-11,5.029166666666
Singapur,2019-12-11,0.913333333333
Taiwan,2019-12-11,3.88375
Bosna a Hercegovina,2019-12-11,0.557333333333
Čína,2019-12-11,4.81931707317
Saúdská Arábie,2019-12-11,2.03
Vietnam,2019-12-11,9.1665
Nový Zéland,2019-12-11,2.898125
Ázerbájdžán,2019-12-11,2.456
Francie,2019-12-11,3.570971428571
Rumunsko,2019-12-11,1.034666666666
Korejská republika,2019-12-11,5.31223076923
Namibie,2019-12-11,1.375
Švédsko,2019-12-11,0.99975
Argentina,2019-12-11,1.541
Rakousko,2019-12-11,3.29802173913
Alžírsko,2019-12-11,5.3545
Kyrgyzstán,2019-12-11,4.3275
Nigérie,2019-12-11,6.985
Ghana,2019-12-11,12.3775
Hong Kong,2019-12-11,8.035
Gruzie,2019-12-11,8.0875
Chile,2019-12-11,0.692
Estonsko,2019-12-11,2.045
Tunisko,2019-12-11,7.633
Gibraltar,2019-12-11,1.055
Afghánistán,2019-12-11,2.83
Německo,2019-12-12,3.422705
Thajsko,2019-12-12,3.449
Kanada,2019-12-12,4.611522727272
Lotyšsko,2019-12-12,3.8255
Spojené státy americké,2019-12-12,3.2877
Japonsko,2019-12-12,3.637375
Rusko,2019-12-12,5.265834586466
Indie,2019-12-12,2.9975
Irsko,2019-12-12,3.574333333333
Mexiko,2019-12-12,1.3
Finsko,2019-12-12,3.681777777777
Norsko,2019-12-12,2.948692307692
Švýcarsko,2019-12-12,3.663
Jižní Afrika,2019-12-12,3.9875
Maďarsko,2019-12-12,5.5855
Slovensko,2019-12-12,2.909048245614
Austrálie,2019-12-12,3.045375
Spojené arabské emiráty,2019-12-12,1.705
Uzbekistán,2019-12-12,9.6755
Chorvatsko,2019-12-12,3.728
Itálie,2019-12-12,4.571
Bulharsko,2019-12-12,1.368666666666
Kypr,2019-12-12,7.310333333333
Lucembursko,2019-12-12,2.055
Velká Británie a Severní Irsko,2019-12-12,3.387515151515
Brazílie,2019-12-12,3.0068
Kazachstán,2019-12-12,3.267666666666
Srbsko,2019-12-12,1.24
Turecko (včetně Severokyperské Republiky),2019-12-12,2.434
Lichtenštejnsko,2019-12-12,3.442333333333
Bělorusko,2019-12-12,0.20625
Etiopie,2019-12-12,5.22
Řecko,2019-12-12,4.1284
Slovinsko,2019-12-12,0.13
Island,2019-12-12,5.514111111111
Ukrajina,2019-12-12,5.114487804878
Dánsko,2019-12-12,3.238875
Filipíny,2019-12-12,7.515
Litva,2019-12-12,1.25275
Polsko,2019-12-12,2.274975
Španělsko,2019-12-12,4.3984
Černá Hora,2019-12-12,4.95
Belgie,2019-12-12,4.104166666666
Peru,2019-12-12,3.334666666666
Arménie,2019-12-12,7.645
Česká republika,2019-12-12,3.52984
Nizozemsko,2019-12-12,3.877857142857
Izrael,2019-12-12,3.475
Makedonie,2019-12-12,0.091
Singapur,2019-12-12,3.725
Taiwan,2019-12-12,3.5344
Čína,2019-12-12,5.583425
Saúdská Arábie,2019-12-12,5.49
Malta,2019-12-12,11.921666666666
Vietnam,2019-12-12,0.072
Nový Zéland,2019-12-12,3.215
Ázerbájdžán,2019-12-12,4.8445
Francie,2019-12-12,4.346825
Rumunsko,2019-12-12,1.61423076923
Indonésie,2019-12-12,7.625
Korejská republika,2019-12-12,4.844125
Švédsko,2019-12-12,3.781083333333
Mongolsko,2019-12-12,3.115
Rakousko,2019-12-12,2.899
Alžírsko,2019-12-12,19.23
Moldavsko,2019-12-12,2.956
Keňa,2019-12-12,0.479
Nigérie,2019-12-12,4.815
Hong Kong,2019-12-12,2.22975
Gruzie,2019-12-12,4.46
Kuba,2019-12-12,3.748
Estonsko,2019-12-12,5.4485
Srí Lanka,2019-12-12,2.85
Tanzanie,2019-12-12,2.624
Niue,2019-12-12,5.82
Korejská lid. dem. republika,2019-12-12,8.521
Tunisko,2019-12-12,3.782
Madagaskar,2019-12-12,7.12
Afghánistán,2019-12-12,2.385
Panama,2019-12-12,3.045
Benin,2019-12-12,4.32
Německo,2019-12-13,3.059165680473
Thajsko,2019-12-13,8.307857142857
Kanada,2019-12-13,3.668424242424
Portugalsko,2019-12-13,10.103333333333
Lotyšsko,2019-12-13,2.76
Spojené státy americké,2019-12-13,3.695907608695
Japonsko,2019-12-13,2.709666666666
Rusko,2019-12-13,5.133873015873
Indie,2019-12-13,0.583333333333
Irsko,2019-12-13,3.716
Finsko,2019-12-13,7.379166666666
Norsko,2019-12-13,6.052857142857
Albánie,2019-12-13,6.18
Švýcarsko,2019-12-13,4.000566666666
Jižní Afrika,2019-12-13,2.826
Maďarsko,2019-12-13,3.130416666666
Slovensko,2019-12-13,2.846833333333
Austrálie,2019-12-13,4.131272727272
Uzbekistán,2019-12-13,16.92
Chorvatsko,2019-12-13,2.416
Itálie,2019-12-13,3.581864864864
Bulharsko,2019-12-13,1.70375
Kypr,2019-12-13,6.71125
Lucembursko,2019-12-13,0.88
Velká Británie a Severní Irsko,2019-12-13,3.731076923076
Brazílie,2019-12-13,3.1
Kazachstán,2019-12-13,7.476111111111
Srbsko,2019-12-13,0.921
Malajsie,2019-12-13,1.465
Turecko (včetně Severokyperské Republiky),2019-12-13,2.951
Bělorusko,2019-12-13,5.634454545454
Etiopie,2019-12-13,9.77
Řecko,2019-12-13,3.614428571428
Slovinsko,2019-12-13,4.408
Island,2019-12-13,3.737333333333
Ukrajina,2019-12-13,4.087179487179
Dánsko,2019-12-13,3.324666666666
Filipíny,2019-12-13,12.45
Litva,2019-12-13,4.168
Polsko,2019-12-13,3.980327868852
Španělsko,2019-12-13,5.167782608695
Černá Hora,2019-12-13,2.555
Belgie,2019-12-13,4.742863636363
Arménie,2019-12-13,4.3945
Česká republika,2019-12-13,3.551333333333
Nizozemsko,2019-12-13,5.374083333333
Izrael,2019-12-13,3.84
Makedonie,2019-12-13,15.666666666666
Singapur,2019-12-13,4.935
Taiwan,2019-12-13,3.129285714285
Bosna a Hercegovina,2019-12-13,0.575333333333
Čína,2019-12-13,5.783396396396
Saúdská Arábie,2019-12-13,4.86
Malta,2019-12-13,1.4
Vietnam,2019-12-13,4.8335
Nový Zéland,2019-12-13,2.281285714285
Ázerbájdžán,2019-12-13,2.0205
Francie,2019-12-13,3.426520833333
Rumunsko,2019-12-13,1.777875
Indonésie,2019-12-13,8.93
Korejská republika,2019-12-13,7.5
Švédsko,2019-12-13,1.82725
Mongolsko,2019-12-13,7.9175
Rakousko,2019-12-13,3.540422222222
Alžírsko,2019-12-13,3.3005
Moldavsko,2019-12-13,1.411
Nigérie,2019-12-13,0.523
Hong Kong,2019-12-13,1.245
Bangladéš,2019-12-13,3.696
Gruzie,2019-12-13,6.0375
Chile,2019-12-13,2.0445
Kuba,2019-12-13,1.873
Estonsko,2019-12-13,1.5005
Srí Lanka,2019-12-13,2.6
Andorra,2019-12-13,6.195
Niue,2019-12-13,4.55
Faerské ostrovy,2019-12-13,0.128
Tunisko,2019-12-13,4.047
Katar,2019-12-13,5.93
Německo,2019-12-14,2.244434782608
Thajsko,2019-12-14,9.49
Kanada,2019-12-14,5.169444444444
Portugalsko,2019-12-14,0.019
Spojené státy americké,2019-12-14,3.69109090909
Rusko,2019-12-14,6.406404761904
Irsko,2019-12-14,2.11275
Finsko,2019-12-14,0.921666666666
Norsko,2019-12-14,3.576444444444
Albánie,2019-12-14,3.905
Švýcarsko,2019-12-14,3.4083
Maďarsko,2019-12-14,1.15
Slovensko,2019-12-14,1.393662983425
Austrálie,2019-12-14,4.941833333333
Spojené arabské emiráty,2019-12-14,3.88
Chorvatsko,2019-12-14,3.724
Itálie,2019-12-14,3.840166666666
Bulharsko,2019-12-14,0.413
Velká Británie a Severní Irsko,2019-12-14,4.28
Kazachstán,2019-12-14,11.475
Malajsie,2019-12-14,1.604
Bělorusko,2019-12-14,3.375
Řecko,2019-12-14,14.435
Slovinsko,2019-12-14,4.406
Ukrajina,2019-12-14,7.541166666666
Dánsko,2019-12-14,4.868
Litva,2019-12-14,6.62
Polsko,2019-12-14,3.1
Španělsko,2019-12-14,0.035
Belgie,2019-12-14,0.359
Arménie,2019-12-14,14.2125
Česká republika,2019-12-14,2.563142857142
Nizozemsko,2019-12-14,4.985
Izrael,2019-12-14,0.961
Taiwan,2019-12-14,6.89
Čína,2019-12-14,5.011266666666
Vietnam,2019-12-14,4.585
Nový Zéland,2019-12-14,1.945
Francie,2019-12-14,3.602
Rumunsko,2019-12-14,3.735
Korejská republika,2019-12-14,11.430833333333
Švédsko,2019-12-14,0.58
Rakousko,2019-12-14,1.5602
Niue,2019-12-14,2.5
Tunisko,2019-12-14,4.8575
Německo,2019-12-15,2.1568
Kanada,2019-12-15,5.997
Spojené státy americké,2019-12-15,4.77155
Japonsko,2019-12-15,1.8375
Rusko,2019-12-15,5.801
Irsko,2019-12-15,9.44
Finsko,2019-12-15,2.183
Švýcarsko,2019-12-15,3.723666666666
Slovensko,2019-12-15,3.874823529411
Itálie,2019-12-15,9.4025
Bulharsko,2019-12-15,10.75
Kazachstán,2019-12-15,9.565
Malajsie,2019-12-15,2.255
Turecko (včetně Severokyperské Republiky),2019-12-15,7.9
Bělorusko,2019-12-15,3.8825
Ukrajina,2019-12-15,7.645
Dánsko,2019-12-15,2.615
Polsko,2019-12-15,9.1595
Španělsko,2019-12-15,0.967
Belgie,2019-12-15,3.83
Arménie,2019-12-15,11.1275
Česká republika,2019-12-15,2.275
Izrael,2019-12-15,8.105
Čína,2019-12-15,5.2802
Vietnam,2019-12-15,9.23
Francie,2019-12-15,1.284
Indonésie,2019-12-15,5.15
Korejská republika,2019-12-15,3.9425
Rakousko,2019-12-15,7.11
Alžírsko,2019-12-15,19.89
Laos,2019-12-15,13.23
Německo,2019-12-16,3.665008620689
Thajsko,2019-12-16,8.426466666666
Kanada,2019-12-16,3.153047619047
Portugalsko,2019-12-16,5.02675
Lotyšsko,2019-12-16,4.934
Spojené státy americké,2019-12-16,2.962946236559
Japonsko,2019-12-16,3.540125
Rusko,2019-12-16,5.322816568047
Indie,2019-12-16,6.6598
Irsko,2019-12-16,2.9036
Mexiko,2019-12-16,1.5065
Finsko,2019-12-16,4.6192
Norsko,2019-12-16,1.693176470588
Švýcarsko,2019-12-16,3.353319148936
Jižní Afrika,2019-12-16,2.046
Maďarsko,2019-12-16,2.037285714285
Slovensko,2019-12-16,2.364656950672
Irán,2019-12-16,3.44
Austrálie,2019-12-16,3.603709677419
Spojené arabské emiráty,2019-12-16,1.418
Uzbekistán,2019-12-16,8.216666666666
Chorvatsko,2019-12-16,1.3028
Itálie,2019-12-16,2.378489361702
Bulharsko,2019-12-16,3.790166666666
Kypr,2019-12-16,3.4996
Lucembursko,2019-12-16,0.9305
Velká Británie a Severní Irsko,2019-12-16,2.747566037735
Brazílie,2019-12-16,1.435333333333
Kazachstán,2019-12-16,2.90675
Srbsko,2019-12-16,10.328
Malajsie,2019-12-16,5.0
Turecko (včetně Severokyperské Republiky),2019-12-16,5.507
Bolívie,2019-12-16,0.885
Bělorusko,2019-12-16,1.5615
Etiopie,2019-12-16,17.555
Řecko,2019-12-16,2.838714285714
Slovinsko,2019-12-16,1.60825
Island,2019-12-16,9.151142857142
Ukrajina,2019-12-16,6.128548387096
Dánsko,2019-12-16,3.968
Litva,2019-12-16,0.463
Polsko,2019-12-16,3.593344086021
Španělsko,2019-12-16,3.328272727272
Černá Hora,2019-12-16,9.815
Belgie,2019-12-16,4.237258064516
Peru,2019-12-16,15.0
Arménie,2019-12-16,3.91
Česká republika,2019-12-16,4.217875
Nizozemsko,2019-12-16,2.822319148936
Izrael,2019-12-16,6.0535
Singapur,2019-12-16,2.492
Taiwan,2019-12-16,5.697111111111
Bosna a Hercegovina,2019-12-16,2.72
Čína,2019-12-16,5.762072727272
Saúdská Arábie,2019-12-16,2.288
Malta,2019-12-16,1.855
Vietnam,2019-12-16,6.999571428571
Nový Zéland,2019-12-16,3.281
Ázerbájdžán,2019-12-16,10.108333333333
Francie,2019-12-16,2.914875
Rumunsko,2019-12-16,2.700181818181
Indonésie,2019-12-16,8.7495
Korejská republika,2019-12-16,5.330727272727
Švédsko,2019-12-16,2.95625
Mongolsko,2019-12-16,0.885
Rakousko,2019-12-16,2.918351851851
Kyrgyzstán,2019-12-16,5.95
Hong Kong,2019-12-16,1.805
Gruzie,2019-12-16,4.214666666666
Kuba,2019-12-16,2.025
Estonsko,2019-12-16,3.504333333333
Libanon,2019-12-16,2.6785
Niue,2019-12-16,1.265
Tunisko,2019-12-16,6.36575
Paraguay,2019-12-16,10.921
Monako,2019-12-16,0.04
Německo,2019-12-17,2.860370731707
Thajsko,2019-12-17,10.186888888888
Kanada,2019-12-17,3.110285714285
Portugalsko,2019-12-17,1.146333333333
Lotyšsko,2019-12-17,0.7506
Spojené státy americké,2019-12-17,3.261577639751
Japonsko,2019-12-17,4.682117647058
Rusko,2019-12-17,5.473358333333
Indie,2019-12-17,2.95375
Irsko,2019-12-17,4.095
Mexiko,2019-12-17,4.1575
Finsko,2019-12-17,2.121555555555
Norsko,2019-12-17,4.20325
Švýcarsko,2019-12-17,4.486862745098
Jižní Afrika,2019-12-17,3.14
Maďarsko,2019-12-17,2.755214285714
Slovensko,2019-12-17,2.102984769364
Irán,2019-12-17,2.925
Austrálie,2019-12-17,3.953
Spojené arabské emiráty,2019-12-17,1.19
Uzbekistán,2019-12-17,0.037
Chorvatsko,2019-12-17,2.4122
Kuvajt,2019-12-17,2.534
Itálie,2019-12-17,3.908295454545
Bulharsko,2019-12-17,2.812777777777
Kypr,2019-12-17,5.213818181818
Lucembursko,2019-12-17,2.69
Velká Británie a Severní Irsko,2019-12-17,3.443368421052
Kolumbie,2019-12-17,3.532
Brazílie,2019-12-17,5.51
Kazachstán,2019-12-17,2.536
Srbsko,2019-12-17,4.360571428571
Malajsie,2019-12-17,2.36
Turecko (včetně Severokyperské Republiky),2019-12-17,9.210625
Bělorusko,2019-12-17,3.323833333333
Etiopie,2019-12-17,9.105
Řecko,2019-12-17,5.992857142857
Slovinsko,2019-12-17,4.8508
Island,2019-12-17,2.5092
Ukrajina,2019-12-17,4.525466666666
Dánsko,2019-12-17,3.247
Filipíny,2019-12-17,2.772
Litva,2019-12-17,0.368666666666
Polsko,2019-12-17,3.149457627118
Španělsko,2019-12-17,3.201307692307
Belgie,2019-12-17,2.186142857142
Pákistán,2019-12-17,0.389
Peru,2019-12-17,8.305
Arménie,2019-12-17,9.506666666666
Česká republika,2019-12-17,3.201617647058
Nizozemsko,2019-12-17,4.33675
Izrael,2019-12-17,3.972125
Makedonie,2019-12-17,2.5795
Singapur,2019-12-17,1.921
Taiwan,2019-12-17,4.363375
Čína,2019-12-17,5.479746666666
Malta,2019-12-17,4.27
Vietnam,2019-12-17,11.358
Nový Zéland,2019-12-17,4.9105
Francie,2019-12-17,3.861297297297
Rumunsko,2019-12-17,1.905818181818
Korejská republika,2019-12-17,6.383333333333
Švédsko,2019-12-17,3.269857142857
Maroko,2019-12-17,3.5725
Argentina,2019-12-17,5.49
Rakousko,2019-12-17,2.842393939393
Grónsko,2019-12-17,4.025
Moldavsko,2019-12-17,4.872
Keňa,2019-12-17,10.15
Hong Kong,2019-12-17,5.12
Gruzie,2019-12-17,3.914777777777
Chile,2019-12-17,1.883333333333
Kuba,2019-12-17,6.975
Libanon,2019-12-17,2.52
Srí Lanka,2019-12-17,6.985
Egypt,2019-12-17,0.88
Niue,2019-12-17,1.195
Tunisko,2019-12-17,7.58
Katar,2019-12-17,17.56
Jamajka,2019-12-17,4.23
Německo,2019-12-18,2.860336842105
Thajsko,2019-12-18,9.106
Kanada,2019-12-18,3.18452
Portugalsko,2019-12-18,2.029333333333
Lotyšsko,2019-12-18,2.295
Spojené státy americké,2019-12-18,2.98117218543
Japonsko,2019-12-18,4.667727272727
Rusko,2019-12-18,4.857861111111
Indie,2019-12-18,2.301
Irsko,2019-12-18,3.329
Mexiko,2019-12-18,3.361142857142
Finsko,2019-12-18,3.987142857142
Norsko,2019-12-18,3.156153846153
Albánie,2019-12-18,2.7
Švýcarsko,2019-12-18,2.840615384615
Jižní Afrika,2019-12-18,2.56
Maďarsko,2019-12-18,2.301466666666
Slovensko,2019-12-18,2.99070793374
Irán,2019-12-18,1.354666666666
Austrálie,2019-12-18,3.3917
Spojené arabské emiráty,2019-12-18,1.81
Uzbekistán,2019-12-18,3.469
Chorvatsko,2019-12-18,5.5625
Itálie,2019-12-18,2.944567567567
Bulharsko,2019-12-18,2.900333333333
Kypr,2019-12-18,4.85
Lucembursko,2019-12-18,2.7
Velká Británie a Severní Irsko,2019-12-18,2.681789473684
Kolumbie,2019-12-18,2.7
Brazílie,2019-12-18,2.911111111111
Kazachstán,2019-12-18,3.199307692307
Srbsko,2019-12-18,9.442125
Malajsie,2019-12-18,2.7
Turecko (včetně Severokyperské Republiky),2019-12-18,3.062166666666
Bolívie,2019-12-18,4.06
Lichtenštejnsko,2019-12-18,2.7
Bělorusko,2019-12-18,4.289266666666
Etiopie,2019-12-18,7.705
Řecko,2019-12-18,3.198
Slovinsko,2019-12-18,4.685181818181
Island,2019-12-18,4.2795
Ukrajina,2019-12-18,3.535466666666
Dánsko,2019-12-18,5.173583333333
Filipíny,2019-12-18,2.521333333333
Litva,2019-12-18,2.076666666666
Polsko,2019-12-18,3.152790697674
Španělsko,2019-12-18,2.556173913043
Černá Hora,2019-12-18,2.7
Belgie,2019-12-18,3.134785714285
Pákistán,2019-12-18,2.7
Peru,2019-12-18,2.611
Arménie,2019-12-18,4.888333333333
Česká republika,2019-12-18,3.41975
Nizozemsko,2019-12-18,2.09836
Izrael,2019-12-18,3.355333333333
Makedonie,2019-12-18,2.422
Singapur,2019-12-18,2.343
Taiwan,2019-12-18,3.667285714285
Bosna a Hercegovina,2019-12-18,1.4375
Čína,2019-12-18,5.466581818181
Saúdská Arábie,2019-12-18,2.7
Vietnam,2019-12-18,7.132857142857
Nový Zéland,2019-12-18,4.0075
Ázerbájdžán,2019-12-18,3.3125
Francie,2019-12-18,2.397906976744
Rumunsko,2019-12-18,2.001833333333
Indonésie,2019-12-18,2.1025
Korejská republika,2019-12-18,6.436307692307
Švédsko,2019-12-18,2.651888888888
Maroko,2019-12-18,2.7
Argentina,2019-12-18,1.728333333333
Rakousko,2019-12-18,3.034351351351
Alžírsko,2019-12-18,2.68
Kyrgyzstán,2019-12-18,0.137
Moldavsko,2019-12-18,2.503
Keňa,2019-12-18,6.85
Nigérie,2019-12-18,2.7
Ghana,2019-12-18,2.7
Irák,2019-12-18,2.675
Hong Kong,2019-12-18,5.34325
Gruzie,2019-12-18,6.494666666666
Chile,2019-12-18,2.7
Kuba,2019-12-18,2.7
Estonsko,2019-12-18,1.456428571428
Libanon,2019-12-18,2.605
Egypt,2019-12-18,2.265
Niue,2019-12-18,3.665
Korejská lid. dem. republika,2019-12-18,2.609
Jordánsko,2019-12-18,2.73
Kamerun,2019-12-18,2.7
Zambie,2019-12-18,2.7
Tunisko,2019-12-18,2.44
Katar,2019-12-18,2.7
Senegal,2019-12-18,2.7
Gibraltar,2019-12-18,2.205
Afghánistán,2019-12-18,2.362
Seychely,2019-12-18,2.7
Kosovo,2019-12-18,2.7
Kostarika,2019-12-18,2.7
Kambodža,2019-12-18,2.7
Monako,2019-12-18,2.7
Mosambik,2019-12-18,2.7
Myanmar,2019-12-18,2.7
Středoafrická republika,2019-12-18,2.532
Německo,2019-12-19,2.725210884353
Thajsko,2019-12-19,11.76
Kanada,2019-12-19,3.605448275862
Portugalsko,2019-12-19,0.7195
Lotyšsko,2019-12-19,2.1
Spojené státy americké,2019-12-19,3.133738853503
Japonsko,2019-12-19,3.973227272727
Rusko,2019-12-19,6.084333333333
Indie,2019-12-19,6.92
Irsko,2019-12-19,2.238833333333
Mexiko,2019-12-19,3.3
Finsko,2019-12-19,3.697
Norsko,2019-12-19,9.418888888888
Švýcarsko,2019-12-19,3.42634375
Jižní Afrika,2019-12-19,1.7285
Uruguay,2019-12-19,1.9
Maďarsko,2019-12-19,2.6842
Slovensko,2019-12-19,3.212441068139
Irán,2019-12-19,0.829333333333
Austrálie,2019-12-19,4.978851851851
Spojené arabské emiráty,2019-12-19,4.62
Uzbekistán,2019-12-19,0.473
Chorvatsko,2019-12-19,2.9425
Itálie,2019-12-19,5.733266666666
Bulharsko,2019-12-19,3.5
Kypr,2019-12-19,1.48
Lucembursko,2019-12-19,0.652666666666
Velká Británie a Severní Irsko,2019-12-19,2.744421052631
Brazílie,2019-12-19,4.686666666666
Kazachstán,2019-12-19,5.4575
Srbsko,2019-12-19,1.5896
Malajsie,2019-12-19,2.08
Turecko (včetně Severokyperské Republiky),2019-12-19,1.71325
Bělorusko,2019-12-19,4.897545454545
Řecko,2019-12-19,3.5945
Slovinsko,2019-12-19,5.4572
Island,2019-12-19,4.6075
Ukrajina,2019-12-19,4.188404255319
Dánsko,2019-12-19,3.963666666666
Litva,2019-12-19,5.248333333333
Polsko,2019-12-19,2.860734693877
Španělsko,2019-12-19,3.782
Černá Hora,2019-12-19,1.375
Belgie,2019-12-19,3.171545454545
Česká republika,2019-12-19,3.186225806451
Nizozemsko,2019-12-19,2.041368421052
Izrael,2019-12-19,2.7815
Singapur,2019-12-19,6.186333333333
Taiwan,2019-12-19,12.169
Bosna a Hercegovina,2019-12-19,13.03
Čína,2019-12-19,6.238354166666
Saúdská Arábie,2019-12-19,0.155
Vietnam,2019-12-19,5.47
Nový Zéland,2019-12-19,1.66
Ázerbájdžán,2019-12-19,1.1655
Francie,2019-12-19,3.3184
Rumunsko,2019-12-19,2.063
Indonésie,2019-12-19,1.585
Korejská republika,2019-12-19,6.317925925925
Švédsko,2019-12-19,3.979
Mongolsko,2019-12-19,4.895
Maroko,2019-12-19,0.071
Argentina,2019-12-19,4.7
Rakousko,2019-12-19,3.391882352941
Moldavsko,2019-12-19,5.06
Keňa,2019-12-19,4.11
Hong Kong,2019-12-19,4.97
Gruzie,2019-12-19,1.099
Kuba,2019-12-19,6.755
Estonsko,2019-12-19,19.18
Egypt,2019-12-19,13.3875
Tunisko,2019-12-19,1.5735
Nepál,2019-12-19,5.66
Panama,2019-12-19,4.92
Benin,2019-12-19,2.172
Německo,2019-12-20,2.268770114942
Thajsko,2019-12-20,4.185
Kanada,2019-12-20,5.481884615384
Portugalsko,2019-12-20,0.15
Lotyšsko,2019-12-20,0.6705
Spojené státy americké,2019-12-20,3.638686274509
Japonsko,2019-12-20,3.554214285714
Rusko,2019-12-20,5.11443076923
Indie,2019-12-20,1.484
Irsko,2019-12-20,1.026666666666
Mexiko,2019-12-20,0.975
Finsko,2019-12-20,2.464125
Norsko,2019-12-20,3.3374
Albánie,2019-12-20,8.42
Švýcarsko,2019-12-20,2.678307692307
Jižní Afrika,2019-12-20,6.755
Uruguay,2019-12-20,1.48
Maďarsko,2019-12-20,3.077565217391
Slovensko,2019-12-20,3.83667840735
Irán,2019-12-20,0.9425
Austrálie,2019-12-20,3.611058823529
Spojené arabské emiráty,2019-12-20,3.8612
Chorvatsko,2019-12-20,3.588571428571
Kuvajt,2019-12-20,0.109
Itálie,2019-12-20,2.8845
Bulharsko,2019-12-20,3.761285714285
Kypr,2019-12-20,4.2
Lucembursko,2019-12-20,8.0
Velká Británie a Severní Irsko,2019-12-20,2.999965517241
Kolumbie,2019-12-20,1.288
Brazílie,2019-12-20,2.275
Kazachstán,2019-12-20,8.581125
Srbsko,2019-12-20,4.41
Turecko (včetně Severokyperské Republiky),2019-12-20,3.582166666666
Bělorusko,2019-12-20,3.4896
Etiopie,2019-12-20,21.95
Řecko,2019-12-20,2.6466
Slovinsko,2019-12-20,7.766
Island,2019-12-20,4.575
Ukrajina,2019-12-20,6.707580645161
Dánsko,2019-12-20,3.590666666666
Filipíny,2019-12-20,2.535
Litva,2019-12-20,2.13475
Polsko,2019-12-20,2.26886
Španělsko,2019-12-20,3.823923076923
Belgie,2019-12-20,5.14175
Peru,2019-12-20,3.48
Arménie,2019-12-20,4.07825
Česká republika,2019-12-20,2.744333333333
Nizozemsko,2019-12-20,3.750545454545
Izrael,2019-12-20,2.056
Makedonie,2019-12-20,0.098
Singapur,2019-12-20,4.185
Taiwan,2019-12-20,5.51925
Bosna a Hercegovina,2019-12-20,3.315
Čína,2019-12-20,6.526772727272
Saúdská Arábie,2019-12-20,0.072
Malta,2019-12-20,5.5
Vietnam,2019-12-20,9.1225
Nový Zéland,2019-12-20,3.159333333333
Ázerbájdžán,2019-12-20,0.566333333333
Francie,2019-12-20,2.628514285714
Rumunsko,2019-12-20,0.143
Korejská republika,2019-12-20,6.640346153846
Švédsko,2019-12-20,3.727
Mongolsko,2019-12-20,0.571
Rakousko,2019-12-20,2.940827586206
Alžírsko,2019-12-20,6.065
